Text,Topic,Emotion
"Đang Hôm nay xui xẻo, lỡ làm ăn mì tôm hỏng quá",Đời sống thường ngày,Buồn rầu
Đang Cuối tuần ngồi chơi Minecraft chill chill chán,Giải trí & Gaming,Thư giãn
Hôm nay Cài đặt lab cho CT179 phức tạp ghê :((,Học tập,Căng thẳng
Nay Bị điểm thấp bài kiểm tra CT179 chán chả buồn nói hihi,Học tập,Buồn rầu
Nay Gặp lại bạn cũ đi uống cà phê cười thả ga chán,Đời sống thường ngày,Vui vẻ
Thề luôn Giải được bài CT179 khó nhất lớp ae ạ,Học tập,Hào hứng
Đang Làm ván truyện Manhwa cho nhẹ đầu,Giải trí & Gaming,Thư giãn
"Nay Rớt môn Quản trị hệ thống rồi, buồn quá hihi",Học tập,Buồn rầu
Đang Mở được nhân vật xịn trong rank Kim Cương bá cháy chán,Giải trí & Gaming,Hào hứng
"Hôm nay Rớt môn thực tập mạng rồi, buồn quá thật sự",Học tập,Buồn rầu
Hôm nay Làm bài tập Quản trị hệ thống với team mệt mỏi quá hihi,Học tập,Căng thẳng
Nay Mới làm hỏng code PHP tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Được tặng món quà chạy xe quanh Cần Thơ vui quá quá,Đời sống thường ngày,Vui vẻ
Tự nhiên Cày Valorant giải trí sau giờ học :((,Giải trí & Gaming,Thư giãn
Thề luôn Máy chủ code PHP bị sập chán quá mn ơi,Khoa học & Công nghệ,Buồn rầu
Đang Lỡ tay xóa mất PSU 650W không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Thề luôn Chơi truyện Manhwa bị giật lag ping cao bực mình chán,Giải trí & Gaming,Căng thẳng
Nay Vừa thắng chuỗi trận Valorant cảm giác yomost haha,Giải trí & Gaming,Hào hứng
Hôm nay Đạt điểm A môn thực tập mạng sung sướng quá mn ơi,Học tập,Hào hứng
Hôm nay trời đẹp đi dạo phố quá xá đã quá,Đời sống thường ngày,Vui vẻ
Đang Cuối cùng cũng qua môn cấu hình Router haha,Học tập,Hào hứng
Cấu hình database Firebase khó quá nhức hết cả đầu haha,Khoa học & Công nghệ,Căng thẳng
Đang Mới cài xong code React chạy mượt quá haha,Khoa học & Công nghệ,Hào hứng
Hôm nay Mới được nhận lương đi chạy xe quanh Cần Thơ thôi hihi,Đời sống thường ngày,Vui vẻ
Nay Đọc liền tù tì bộ Return of the Disaster-Class Hero cuốn quá,Giải trí & Gaming,Thư giãn
Tự nhiên Mở được nhân vật xịn trong Wuthering Waves bá cháy,Giải trí & Gaming,Hào hứng
"Rớt môn viết báo cáo rồi, buồn quá mn ơi",Học tập,Buồn rầu
Đang Test thành công hệ thống code React ae ạ,Khoa học & Công nghệ,Hào hứng
Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên,Đời sống thường ngày,Thư giãn
Đang Làm bài tập bảo vệ đề tài với team mệt mỏi quá ae ạ,Học tập,Căng thẳng
Nay Lỡ tay xóa mất database Firebase không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Thề luôn Mới làm hỏng mạng ảo Kathara tốn mớ tiền hihi,Khoa học & Công nghệ,Buồn rầu
Nay Trời mưa ngập đường không đi chạy xe quanh Cần Thơ được chán quá chán,Đời sống thường ngày,Buồn rầu
Tự nhiên Xe hư giữa đường lúc đang xem phim Donghua,Đời sống thường ngày,Buồn rầu
Nay Nay mới tậu code PHP dùng sướng vãi haha,Khoa học & Công nghệ,Hào hứng
Nay Code xong chức năng database Firebase thấy mình bá thật mn ơi,Khoa học & Công nghệ,Hào hứng
Hôm nay Chơi Wuthering Waves bị giật lag ping cao bực mình hihi,Giải trí & Gaming,Căng thẳng
Tự nhiên Cài đặt lab cho thực tập mạng phức tạp ghê ae ạ,Học tập,Căng thẳng
Tự nhiên Vừa thắng chuỗi trận Wuthering Waves cảm giác yomost hihi,Giải trí & Gaming,Hào hứng
Hôm nay Nay mới tậu code React dùng sướng vãi chán,Khoa học & Công nghệ,Hào hứng
Thề luôn Hệ thống mạng ảo Kathara đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Đang Gánh team còng lưng trong Wuthering Waves thật sự,Giải trí & Gaming,Hào hứng
Đang Cuối tuần đi ăn mì tôm hít thở không khí trong lành thật sự,Đời sống thường ngày,Thư giãn
Nay Mới làm hỏng PSU 650W tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Hôm nay Cài đặt lab cho thực tập mạng phức tạp ghê ae ạ,Học tập,Căng thẳng
Tự nhiên Bug database Firebase fix cả đêm chưa xong trầm cảm mn ơi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Gặp team tạ trong truyện Manhwa ức chế thật thật sự,Giải trí & Gaming,Căng thẳng
Thề luôn Xe hư giữa đường lúc đang ăn mì tôm ae ạ,Đời sống thường ngày,Buồn rầu
Thề luôn Xe hư giữa đường lúc đang nghe nhạc hihi,Đời sống thường ngày,Buồn rầu
Nay Máy chủ CentOS bị sập chán quá chán,Khoa học & Công nghệ,Buồn rầu
Thề luôn Được tặng món quà chạy xe quanh Cần Thơ vui quá thật sự,Đời sống thường ngày,Vui vẻ
Tự nhiên Mở được nhân vật xịn trong Wuthering Waves bá cháy thật sự,Giải trí & Gaming,Hào hứng
Hôm nay Bug Ubuntu dual boot fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
Thề luôn Lỡ tay xóa mất Ubuntu dual boot không cứu được mn ơi,Khoa học & Công nghệ,Buồn rầu
Đang Gánh team còng lưng trong chuột FPS hihi,Giải trí & Gaming,Hào hứng
Đang Mới làm hỏng máy ảo VMware tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Cấu hình code PHP khó quá nhức hết cả đầu,Khoa học & Công nghệ,Căng thẳng
Hôm nay Lỡ tay xóa mất database Firebase không cứu được quá,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Làm bài tập bài tập nhóm với team mệt mỏi quá quá,Học tập,Căng thẳng
Tự nhiên Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói,Học tập,Buồn rầu
Nay Gánh team còng lưng trong Minecraft,Giải trí & Gaming,Hào hứng
Tự nhiên Nay mới tậu code PHP dùng sướng vãi :((,Khoa học & Công nghệ,Hào hứng
Nay Đạt điểm A môn đồ án niên luận sung sướng quá :((,Học tập,Hào hứng
Nay Làm bài tập bảo vệ đề tài với team mệt mỏi quá haha,Học tập,Căng thẳng
Hôm nay Lỡ tay xóa mất PSU 650W không cứu được ae ạ,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng thật sự,Giải trí & Gaming,Hào hứng
Đang Gặp lại bạn cũ đi uống cà phê cười thả ga,Đời sống thường ngày,Vui vẻ
Đang Cài đặt lab cho CT179 phức tạp ghê quá,Học tập,Căng thẳng
Nay Đọc liền tù tì bộ Return of the Disaster-Class Hero cuốn quá :((,Giải trí & Gaming,Thư giãn
Hôm nay Cày OBS stream giải trí sau giờ học quá,Giải trí & Gaming,Thư giãn
Thề luôn Được tặng món quà uống cà phê vui quá ae ạ,Đời sống thường ngày,Vui vẻ
Nay Thuyết trình CT179 thành công rực rỡ ae ạ,Học tập,Hào hứng
Máy chủ code PHP bị sập chán quá quá,Khoa học & Công nghệ,Buồn rầu
Hôm nay Bug database Firebase fix cả đêm chưa xong trầm cảm quá,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Đọc liền tù tì bộ Minecraft cuốn quá mn ơi,Giải trí & Gaming,Thư giãn
Hôm nay Hôm nay trời đẹp đi xem phim Donghua quá xá đã :((,Đời sống thường ngày,Vui vẻ
Nay Lỡ tay xóa mất Ubuntu dual boot không cứu được chán,Khoa học & Công nghệ,Buồn rầu
Đang Cấu hình code React khó quá nhức hết cả đầu haha,Khoa học & Công nghệ,Căng thẳng
Nay Cuối tuần ngồi chơi Minecraft chill chill chán,Giải trí & Gaming,Thư giãn
Đang Chơi OBS stream bị giật lag ping cao bực mình thật sự,Giải trí & Gaming,Căng thẳng
Nay Mới được nhận lương đi nghe nhạc thôi hihi,Đời sống thường ngày,Vui vẻ
Nay Mới làm hỏng Ubuntu dual boot tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Thề luôn Gánh team còng lưng trong Return of the Disaster-Class Hero quá,Giải trí & Gaming,Hào hứng
Hôm nay Deadline môn cấu hình Router dí sấp mặt thật sự,Học tập,Căng thẳng
Nay Mở được nhân vật xịn trong truyện Manhwa bá cháy haha,Giải trí & Gaming,Hào hứng
"Rớt môn bảo vệ đề tài rồi, buồn quá mn ơi",Học tập,Buồn rầu
Hôm nay Mở được nhân vật xịn trong Valorant bá cháy quá,Giải trí & Gaming,Hào hứng
Đang Học Quản trị hệ thống khó hiểu quá chắc tạch :((,Học tập,Buồn rầu
Nay Xe hư giữa đường lúc đang nghe nhạc,Đời sống thường ngày,Buồn rầu
Vừa fix xong bug database Firebase mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
Thề luôn Lỡ tay xóa mất mạng ảo Kathara không cứu được thật sự,Khoa học & Công nghệ,Buồn rầu
Cuối tuần ngồi chơi Return of the Disaster-Class Hero chill chill haha,Giải trí & Gaming,Thư giãn
Hôm nay Làm ván chuột FPS cho nhẹ đầu chán,Giải trí & Gaming,Thư giãn
Hôm nay Nay mới tậu code PHP dùng sướng vãi thật sự,Khoa học & Công nghệ,Hào hứng
Nay Mai thi môn thực tập mạng mà chưa chữ nào vào đầu haha,Học tập,Căng thẳng
Được tặng món quà xem phim Donghua vui quá mn ơi,Đời sống thường ngày,Vui vẻ
Đang Deadline môn bài tập nhóm dí sấp mặt,Học tập,Căng thẳng
Tự nhiên Đọc liền tù tì bộ Wuthering Waves cuốn quá :((,Giải trí & Gaming,Thư giãn
Thề luôn Cuối tuần ngồi chơi chuột FPS chill chill mn ơi,Giải trí & Gaming,Thư giãn
Hệ thống máy ảo VMware đang báo lỗi đỏ lòm chán,Khoa học & Công nghệ,Căng thẳng
Đang Máy chủ server Linux bị sập chán quá thật sự,Khoa học & Công nghệ,Buồn rầu
Nay Mới cài xong code React chạy mượt quá,Khoa học & Công nghệ,Hào hứng
Hôm nay Bị điểm thấp bài kiểm tra CT179 chán chả buồn nói mn ơi,Học tập,Buồn rầu
"Nay Cuối tháng hết tiền, phải chạy xe quanh Cần Thơ cho qua ngày :((",Đời sống thường ngày,Buồn rầu
Tự nhiên Thuyết trình đồ án niên luận thành công rực rỡ thật sự,Học tập,Hào hứng
Thề luôn Mở được nhân vật xịn trong truyện Manhwa bá cháy haha,Giải trí & Gaming,Hào hứng
Đang Bị điểm thấp bài kiểm tra viết báo cáo chán chả buồn nói mn ơi,Học tập,Buồn rầu
Thề luôn Học viết báo cáo khó hiểu quá chắc tạch ae ạ,Học tập,Buồn rầu
Gặp team tạ trong chuột FPS ức chế thật ae ạ,Giải trí & Gaming,Căng thẳng
Thề luôn Trời mưa nằm nhà dạo phố là sướng nhất thật sự,Đời sống thường ngày,Thư giãn
Thề luôn Vừa fix xong bug server Linux mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
"Nay Rớt môn bảo vệ đề tài rồi, buồn quá :((",Học tập,Buồn rầu
Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng mn ơi,Giải trí & Gaming,Hào hứng
Được tặng món quà uống cà phê vui quá chán,Đời sống thường ngày,Vui vẻ
"Hôm nay Rớt môn đồ án niên luận rồi, buồn quá ae ạ",Học tập,Buồn rầu
Thề luôn Vừa thắng chuỗi trận rank Kim Cương cảm giác yomost chán,Giải trí & Gaming,Hào hứng
Hôm nay Sáng sớm dậy dạo phố thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Thề luôn Mới làm hỏng mạng ảo Kathara tốn mớ tiền chán,Khoa học & Công nghệ,Buồn rầu
Nay Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Thề luôn Cuối tuần đi chạy xe quanh Cần Thơ hít thở không khí trong lành hihi,Đời sống thường ngày,Thư giãn
Nay Hệ thống CentOS đang báo lỗi đỏ lòm ae ạ,Khoa học & Công nghệ,Căng thẳng
Hôm nay Hôm nay trời đẹp đi ngủ nướng quá xá đã chán,Đời sống thường ngày,Vui vẻ
Tự nhiên Cuối tuần ngồi chơi OBS stream chill chill,Giải trí & Gaming,Thư giãn
Nay Học Quản trị hệ thống khó hiểu quá chắc tạch :((,Học tập,Buồn rầu
Nay Mai thi môn viết báo cáo mà chưa chữ nào vào đầu ae ạ,Học tập,Căng thẳng
Nay Chơi Minecraft bị giật lag ping cao bực mình quá,Giải trí & Gaming,Căng thẳng
Đang Cày Return of the Disaster-Class Hero giải trí sau giờ học thật sự,Giải trí & Gaming,Thư giãn
"Hôm nay Rớt môn cấu hình Router rồi, buồn quá mn ơi",Học tập,Buồn rầu
Nay Chuỗi thua truyện Manhwa tụt rank thảm hại,Giải trí & Gaming,Căng thẳng
Tự nhiên Cấu hình database Firebase khó quá nhức hết cả đầu mn ơi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Hôm nay trời đẹp đi dạo phố quá xá đã quá,Đời sống thường ngày,Vui vẻ
Đang Chơi OBS stream bị giật lag ping cao bực mình hihi,Giải trí & Gaming,Căng thẳng
Nay Test thành công hệ thống Ubuntu dual boot hihi,Khoa học & Công nghệ,Hào hứng
Nay Đi chơi truyện Manhwa với anh em cười đau bụng hihi,Giải trí & Gaming,Hào hứng
Thề luôn Máy chủ PSU 650W bị sập chán quá hihi,Khoa học & Công nghệ,Buồn rầu
Thề luôn Hệ thống mạng ảo Kathara đang báo lỗi đỏ lòm quá,Khoa học & Công nghệ,Căng thẳng
Hôm nay Vừa fix xong bug PSU 650W mừng rớt nước mắt thật sự,Khoa học & Công nghệ,Hào hứng
Thề luôn Được tặng món quà dạo phố vui quá mn ơi,Đời sống thường ngày,Vui vẻ
"Tự nhiên Cuối tháng hết tiền, phải chạy xe quanh Cần Thơ cho qua ngày haha",Đời sống thường ngày,Buồn rầu
Đang Cài đặt lab cho bài tập nhóm phức tạp ghê,Học tập,Căng thẳng
Tự nhiên Pha ly cà phê ngồi uống cà phê ngắm phố phường chán,Đời sống thường ngày,Thư giãn
Thề luôn Mở được nhân vật xịn trong chuột FPS bá cháy hihi,Giải trí & Gaming,Hào hứng
Mới làm hỏng máy ảo VMware tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Thề luôn Mới được nhận lương đi uống cà phê thôi quá,Đời sống thường ngày,Vui vẻ
Nay Cấu hình code PHP khó quá nhức hết cả đầu haha,Khoa học & Công nghệ,Căng thẳng
Thề luôn Gặp team tạ trong chuột FPS ức chế thật quá,Giải trí & Gaming,Căng thẳng
Nay Gặp lại bạn cũ đi ăn quán vỉa hè cười thả ga :((,Đời sống thường ngày,Vui vẻ
Sáng sớm dậy xem phim Donghua thấy lòng bình yên haha,Đời sống thường ngày,Thư giãn
Hôm nay Bug database Firebase fix cả đêm chưa xong trầm cảm hihi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Sáng sớm dậy xem phim Donghua thấy lòng bình yên hihi,Đời sống thường ngày,Thư giãn
Nay Trời mưa ngập đường không đi dạo phố được chán quá ae ạ,Đời sống thường ngày,Buồn rầu
Thề luôn Làm đồ án với Ubuntu dual boot mà code không chạy ae ạ,Khoa học & Công nghệ,Căng thẳng
Nay Làm ván Return of the Disaster-Class Hero cho nhẹ đầu ae ạ,Giải trí & Gaming,Thư giãn
Hôm nay Bug mạng ảo Kathara fix cả đêm chưa xong trầm cảm thật sự,Khoa học & Công nghệ,Căng thẳng
Nay Test thành công hệ thống code PHP hihi,Khoa học & Công nghệ,Hào hứng
Hôm nay Cuối tuần ngồi chơi Return of the Disaster-Class Hero chill chill mn ơi,Giải trí & Gaming,Thư giãn
Nay Làm đồ án với PSU 650W mà code không chạy hihi,Khoa học & Công nghệ,Căng thẳng
Thề luôn Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên thật sự,Đời sống thường ngày,Thư giãn
Thề luôn Làm bài tập thực tập mạng với team mệt mỏi quá,Học tập,Căng thẳng
Tự nhiên Thầy chấm bài tập nhóm gắt quá haha,Học tập,Buồn rầu
Hôm nay Gánh team còng lưng trong Return of the Disaster-Class Hero mn ơi,Giải trí & Gaming,Hào hứng
Nay Mở được nhân vật xịn trong Valorant bá cháy mn ơi,Giải trí & Gaming,Hào hứng
Gặp lại bạn cũ đi ngủ nướng cười thả ga thật sự,Đời sống thường ngày,Vui vẻ
Nay Đạt điểm A môn CT179 sung sướng quá chán,Học tập,Hào hứng
Hôm nay Làm ván rank Kim Cương cho nhẹ đầu :((,Giải trí & Gaming,Thư giãn
Đang Được tặng món quà ăn quán vỉa hè vui quá ae ạ,Đời sống thường ngày,Vui vẻ
Nay Xe hư giữa đường lúc đang ăn quán vỉa hè quá,Đời sống thường ngày,Buồn rầu
Đang Trời mưa ngập đường không đi uống cà phê được chán quá thật sự,Đời sống thường ngày,Buồn rầu
Tự nhiên Ping Wuthering Waves nhảy lên 999ms nản luôn chán,Giải trí & Gaming,Căng thẳng
Đang Hệ thống Ubuntu dual boot đang báo lỗi đỏ lòm mn ơi,Khoa học & Công nghệ,Căng thẳng
"Thề luôn Hôm nay xui xẻo, lỡ làm ăn quán vỉa hè hỏng ae ạ",Đời sống thường ngày,Buồn rầu
Hôm nay Hôm nay trời đẹp đi uống cà phê quá xá đã mn ơi,Đời sống thường ngày,Vui vẻ
Hệ thống CentOS đang báo lỗi đỏ lòm quá,Khoa học & Công nghệ,Căng thẳng
Mới cài xong mạng ảo Kathara chạy mượt quá quá,Khoa học & Công nghệ,Hào hứng
Đang Làm ván rank Kim Cương cho nhẹ đầu mn ơi,Giải trí & Gaming,Thư giãn
Hôm nay Đạt điểm A môn đồ án niên luận sung sướng quá quá,Học tập,Hào hứng
Tự nhiên Máy chủ PSU 650W bị sập chán quá,Khoa học & Công nghệ,Buồn rầu
"Thề luôn Hôm nay xui xẻo, lỡ làm xem phim Donghua hỏng ae ạ",Đời sống thường ngày,Buồn rầu
"Tự nhiên Hôm nay xui xẻo, lỡ làm ăn mì tôm hỏng thật sự",Đời sống thường ngày,Buồn rầu
Đang Gánh team còng lưng trong OBS stream thật sự,Giải trí & Gaming,Hào hứng
Thề luôn Học bảo vệ đề tài khó hiểu quá chắc tạch ae ạ,Học tập,Buồn rầu
Bug CentOS fix cả đêm chưa xong trầm cảm :((,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Làm bài tập CT179 với team mệt mỏi quá :((,Học tập,Căng thẳng
Thề luôn Cài đặt lab cho bảo vệ đề tài phức tạp ghê :((,Học tập,Căng thẳng
Thề luôn Hệ thống CentOS đang báo lỗi đỏ lòm,Khoa học & Công nghệ,Căng thẳng
Xe hư giữa đường lúc đang xem phim Donghua quá,Đời sống thường ngày,Buồn rầu
Tự nhiên Cuối tuần đi chạy xe quanh Cần Thơ hít thở không khí trong lành haha,Đời sống thường ngày,Thư giãn
Tự nhiên Đạt điểm A môn đồ án niên luận sung sướng quá quá,Học tập,Hào hứng
Tự nhiên Cấu hình mạng ảo Kathara khó quá nhức hết cả đầu quá,Khoa học & Công nghệ,Căng thẳng
"Tự nhiên Cuối tháng hết tiền, phải chạy xe quanh Cần Thơ cho qua ngày",Đời sống thường ngày,Buồn rầu
Lỡ tay xóa mất code PHP không cứu được ae ạ,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Thầy chấm đồ án niên luận gắt quá quá,Học tập,Buồn rầu
Đang Nay mới tậu database Firebase dùng sướng vãi,Khoa học & Công nghệ,Hào hứng
Hôm nay Nay mới tậu code PHP dùng sướng vãi haha,Khoa học & Công nghệ,Hào hứng
Cài đặt lab cho bài tập nhóm phức tạp ghê quá,Học tập,Căng thẳng
Hôm nay Làm đồ án với database Firebase mà code không chạy,Khoa học & Công nghệ,Căng thẳng
Hôm nay Được tặng món quà chạy xe quanh Cần Thơ vui quá chán,Đời sống thường ngày,Vui vẻ
Nay Mở được nhân vật xịn trong Valorant bá cháy haha,Giải trí & Gaming,Hào hứng
Đọc liền tù tì bộ chuột FPS cuốn quá thật sự,Giải trí & Gaming,Thư giãn
Tự nhiên Đi chơi OBS stream với anh em cười đau bụng chán,Giải trí & Gaming,Hào hứng
Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost thật sự,Giải trí & Gaming,Hào hứng
Tự nhiên Nay mới tậu Ubuntu dual boot dùng sướng vãi ae ạ,Khoa học & Công nghệ,Hào hứng
Tự nhiên Thuyết trình CT179 thành công rực rỡ quá,Học tập,Hào hứng
Cài đặt lab cho thực tập mạng phức tạp ghê :((,Học tập,Căng thẳng
Hôm nay Deadline môn bài tập nhóm dí sấp mặt haha,Học tập,Căng thẳng
Đang Thuyết trình Quản trị hệ thống thành công rực rỡ thật sự,Học tập,Hào hứng
Hôm nay Deadline môn cấu hình Router dí sấp mặt chán,Học tập,Căng thẳng
Ping OBS stream nhảy lên 999ms nản luôn haha,Giải trí & Gaming,Căng thẳng
Đang Thuyết trình bài tập nhóm thành công rực rỡ mn ơi,Học tập,Hào hứng
Hôm nay Cài đặt lab cho Quản trị hệ thống phức tạp ghê :((,Học tập,Căng thẳng
Tự nhiên Sáng sớm dậy uống cà phê thấy lòng bình yên thật sự,Đời sống thường ngày,Thư giãn
Đang Pha ly cà phê ngồi xem phim Donghua ngắm phố phường quá,Đời sống thường ngày,Thư giãn
Vừa fix xong bug máy ảo VMware mừng rớt nước mắt mn ơi,Khoa học & Công nghệ,Hào hứng
Thề luôn Gặp lại bạn cũ đi nghe nhạc cười thả ga :((,Đời sống thường ngày,Vui vẻ
Thề luôn Chơi Valorant bị giật lag ping cao bực mình mn ơi,Giải trí & Gaming,Căng thẳng
"Hôm nay Cuối tháng hết tiền, phải chạy xe quanh Cần Thơ cho qua ngày ae ạ",Đời sống thường ngày,Buồn rầu
Thề luôn Hôm nay trời đẹp đi dạo phố quá xá đã chán,Đời sống thường ngày,Vui vẻ
Chuỗi thua rank Kim Cương tụt rank thảm hại,Giải trí & Gaming,Căng thẳng
Thề luôn Trời mưa ngập đường không đi xem phim Donghua được chán quá hihi,Đời sống thường ngày,Buồn rầu
Tự nhiên Hôm nay trời đẹp đi uống cà phê quá xá đã quá,Đời sống thường ngày,Vui vẻ
Nay Pha ly cà phê ngồi ăn quán vỉa hè ngắm phố phường,Đời sống thường ngày,Thư giãn
Thề luôn Học Quản trị hệ thống khó hiểu quá chắc tạch hihi,Học tập,Buồn rầu
Nay Chơi chuột FPS bị giật lag ping cao bực mình :((,Giải trí & Gaming,Căng thẳng
Đang Chơi OBS stream bị giật lag ping cao bực mình haha,Giải trí & Gaming,Căng thẳng
Thề luôn Trời mưa nằm nhà dạo phố là sướng nhất quá,Đời sống thường ngày,Thư giãn
Nay Mở được nhân vật xịn trong Wuthering Waves bá cháy thật sự,Giải trí & Gaming,Hào hứng
Nay Được tặng món quà xem phim Donghua vui quá mn ơi,Đời sống thường ngày,Vui vẻ
Đang Lỡ tay xóa mất code PHP không cứu được chán,Khoa học & Công nghệ,Buồn rầu
Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên thật sự,Đời sống thường ngày,Thư giãn
Tự nhiên Test thành công hệ thống CentOS quá,Khoa học & Công nghệ,Hào hứng
Đang Cuối tuần đi xem phim Donghua hít thở không khí trong lành thật sự,Đời sống thường ngày,Thư giãn
Thề luôn Thầy chấm đồ án niên luận gắt quá,Học tập,Buồn rầu
Đang Xe hư giữa đường lúc đang ăn mì tôm thật sự,Đời sống thường ngày,Buồn rầu
Tự nhiên Đạt điểm A môn đồ án niên luận sung sướng quá hihi,Học tập,Hào hứng
Hôm nay Mới làm hỏng server Linux tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Hôm nay Làm đồ án với CentOS mà code không chạy ae ạ,Khoa học & Công nghệ,Căng thẳng
Đang Cuối tuần đi ngủ nướng hít thở không khí trong lành quá,Đời sống thường ngày,Thư giãn
Đang Trời mưa ngập đường không đi ăn quán vỉa hè được chán quá chán,Đời sống thường ngày,Buồn rầu
Thề luôn Mới cài xong server Linux chạy mượt quá ae ạ,Khoa học & Công nghệ,Hào hứng
Thề luôn Cuối tuần ngồi chơi Valorant chill chill thật sự,Giải trí & Gaming,Thư giãn
Thề luôn Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói quá,Học tập,Buồn rầu
Nay Học viết báo cáo khó hiểu quá chắc tạch,Học tập,Buồn rầu
Hôm nay Làm bài tập đồ án niên luận với team mệt mỏi quá thật sự,Học tập,Căng thẳng
Ping rank Kim Cương nhảy lên 999ms nản luôn thật sự,Giải trí & Gaming,Căng thẳng
Hôm nay Chuỗi thua Wuthering Waves tụt rank thảm hại ae ạ,Giải trí & Gaming,Căng thẳng
"Nay Hôm nay xui xẻo, lỡ làm uống cà phê hỏng quá",Đời sống thường ngày,Buồn rầu
Hôm nay Đi chơi rank Kim Cương với anh em cười đau bụng hihi,Giải trí & Gaming,Hào hứng
Thề luôn Mở được nhân vật xịn trong chuột FPS bá cháy mn ơi,Giải trí & Gaming,Hào hứng
Hôm nay Sáng sớm dậy ăn mì tôm thấy lòng bình yên mn ơi,Đời sống thường ngày,Thư giãn
Thề luôn Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng chán,Giải trí & Gaming,Hào hứng
Thuyết trình bài tập nhóm thành công rực rỡ,Học tập,Hào hứng
Làm ván rank Kim Cương cho nhẹ đầu hihi,Giải trí & Gaming,Thư giãn
Đang Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Tự nhiên Đạt điểm A môn đồ án niên luận sung sướng quá haha,Học tập,Hào hứng
Tự nhiên Deadline môn CT179 dí sấp mặt hihi,Học tập,Căng thẳng
Tự nhiên Mới làm hỏng mạng ảo Kathara tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Nay Mới được nhận lương đi nghe nhạc thôi :((,Đời sống thường ngày,Vui vẻ
Hôm nay Pha ly cà phê ngồi dạo phố ngắm phố phường ae ạ,Đời sống thường ngày,Thư giãn
Thề luôn Vừa thắng chuỗi trận Minecraft cảm giác yomost chán,Giải trí & Gaming,Hào hứng
Thề luôn Làm đồ án với database Firebase mà code không chạy chán,Khoa học & Công nghệ,Căng thẳng
Hôm nay Cuối tuần đi xem phim Donghua hít thở không khí trong lành chán,Đời sống thường ngày,Thư giãn
Hôm nay Đi chơi rank Kim Cương với anh em cười đau bụng thật sự,Giải trí & Gaming,Hào hứng
Nay Trời mưa nằm nhà uống cà phê là sướng nhất hihi,Đời sống thường ngày,Thư giãn
Thề luôn Cài đặt lab cho bài tập nhóm phức tạp ghê haha,Học tập,Căng thẳng
Thề luôn Thầy chấm thực tập mạng gắt quá mn ơi,Học tập,Buồn rầu
Thầy chấm CT179 gắt quá ae ạ,Học tập,Buồn rầu
Đi chơi Minecraft với anh em cười đau bụng haha,Giải trí & Gaming,Hào hứng
Thề luôn Test thành công hệ thống code PHP thật sự,Khoa học & Công nghệ,Hào hứng
Thề luôn Deadline môn bảo vệ đề tài dí sấp mặt,Học tập,Căng thẳng
Sáng sớm dậy xem phim Donghua thấy lòng bình yên hihi,Đời sống thường ngày,Thư giãn
Thề luôn Gánh team còng lưng trong OBS stream hihi,Giải trí & Gaming,Hào hứng
Thề luôn Làm bài tập cấu hình Router với team mệt mỏi quá haha,Học tập,Căng thẳng
Đạt điểm A môn bảo vệ đề tài sung sướng quá quá,Học tập,Hào hứng
Nay Bị điểm thấp bài kiểm tra viết báo cáo chán chả buồn nói,Học tập,Buồn rầu
Nay Xe hư giữa đường lúc đang dạo phố quá,Đời sống thường ngày,Buồn rầu
