Text,Topic,Emotion
Đang Thầy chấm bảo vệ đề tài gắt quá chán,Học tập,Buồn rầu
"Buồn cười quá Game Minecraft dạo này chán quá, hết hứng chơi thật sự",Giải trí & Gaming,Buồn rầu
Học bài tập nhóm khó hiểu quá chắc tạch vãi,Học tập,Buồn rầu
Đi làm về mệt mà còn phải tập gym hihi,Đời sống thường ngày,Căng thẳng
Buồn cười quá Cuối tuần ngồi chơi Minecraft chill chill mn ơi,Giải trí & Gaming,Thư giãn
Buồn cười quá Mới được nhận lương đi dọn dẹp nhà cửa thôi ae ạ,Đời sống thường ngày,Vui vẻ
Sáng ra Mai thi môn thi cuối kỳ mà chưa chữ nào vào đầu hihi,Học tập,Căng thẳng
Tự nhiên Bị khóa acc phim hoạt hình oan ức quá,Giải trí & Gaming,Buồn rầu
Tự nhiên Cuối cùng cũng qua môn Toán rời rạc thật sự,Học tập,Hào hứng
Vừa thắng chuỗi trận Minecraft cảm giác yomost mn ơi,Giải trí & Gaming,Hào hứng
Nay Đọc liền tù tì bộ Return of the Disaster-Class Hero cuốn quá hihi,Giải trí & Gaming,Thư giãn
Sáng ra Đang code ngon thì PSU 650W dở chứng thật sự,Khoa học & Công nghệ,Buồn rầu
Cày Return of the Disaster-Class Hero giải trí sau giờ học vãi,Giải trí & Gaming,Thư giãn
Ăn trúng quán ngủ nướng ngon bá cháy quá,Đời sống thường ngày,Vui vẻ
Cuối tuần ngồi chơi board game chill chill quá,Giải trí & Gaming,Thư giãn
Hôm nay Cuối cùng cũng qua môn bảo vệ đề tài,Học tập,Hào hứng
Thề luôn Đạt điểm A môn thi cuối kỳ sung sướng quá :v,Học tập,Hào hứng
Hôm nay Cuối tuần đi xem phim Donghua hít thở không khí trong lành :((,Đời sống thường ngày,Thư giãn
Buồn cười quá Test thành công hệ thống mạng ảo Kathara hihi,Khoa học & Công nghệ,Hào hứng
Đang Gặp lại bạn cũ đi tập gym cười thả ga :((,Đời sống thường ngày,Vui vẻ
Buồn cười quá Cày phim hoạt hình giải trí sau giờ học,Giải trí & Gaming,Thư giãn
Tự nhiên Xe hư giữa đường lúc đang dạo phố vãi,Đời sống thường ngày,Buồn rầu
Thề luôn Dựng xong server Linux nhìn ngầu bá cháy mn ơi,Khoa học & Công nghệ,Hào hứng
Phá đảo chuột FPS trong một đêm vãi,Giải trí & Gaming,Hào hứng
Sáng ra Sáng sớm dậy dạo phố thấy lòng bình yên haha,Đời sống thường ngày,Thư giãn
Đang Chuỗi thua board game tụt rank thảm hại :((,Giải trí & Gaming,Căng thẳng
"Sáng ra Cấu hình thành công card màn hình, tối nay ngủ ngon rồi haha",Khoa học & Công nghệ,Hào hứng
Cài đặt lab cho thi cuối kỳ phức tạp ghê,Học tập,Căng thẳng
Hôm nay Đang code ngon thì mạng ảo Kathara dở chứng,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Đợi đi siêu thị mỏi hết cả chân thật sự,Đời sống thường ngày,Căng thẳng
"Hôm nay xui xẻo, lỡ làm dọn dẹp nhà cửa hỏng chán",Đời sống thường ngày,Buồn rầu
Tự nhiên Học viết báo cáo khó hiểu quá chắc tạch haha,Học tập,Buồn rầu
Tự nhiên Cuối cùng cũng qua môn Lập trình web hihi,Học tập,Hào hứng
Sáng ra Chuỗi thua Return of the Disaster-Class Hero tụt rank thảm hại vãi,Giải trí & Gaming,Căng thẳng
Nay Trốn việc đi đi siêu thị xả stress haha,Đời sống thường ngày,Thư giãn
Sáng ra Gánh team còng lưng trong truyện Manhwa ae ạ,Giải trí & Gaming,Hào hứng
"Đang Tài khoản server Linux bị khóa, khóc ròng vãi",Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Đang combat rank Kim Cương thì rớt mạng :v,Giải trí & Gaming,Căng thẳng
"Tự nhiên Làm sai bét câu cuối môn Cấu trúc dữ liệu, tiếc đứt ruột thật sự",Học tập,Buồn rầu
Kẹt xe cứng ngắc lúc đang đi nghe nhạc :((,Đời sống thường ngày,Căng thẳng
"Nay Làm sai bét câu cuối môn CT179, tiếc đứt ruột ae ạ",Học tập,Buồn rầu
Thề luôn Thuyết trình Toán rời rạc thành công rực rỡ :((,Học tập,Hào hứng
Buồn cười quá Dựng xong API nhìn ngầu bá cháy haha,Khoa học & Công nghệ,Hào hứng
Đang Test thành công hệ thống CentOS thật sự,Khoa học & Công nghệ,Hào hứng
Thề luôn Được tặng món quà đi siêu thị vui quá mn ơi,Đời sống thường ngày,Vui vẻ
Đang Test thành công hệ thống API thật sự,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Hôm nay trời đẹp đi ăn mì tôm quá xá đã :((,Đời sống thường ngày,Vui vẻ
Nay Cuối cùng cũng qua môn Toán rời rạc chán,Học tập,Hào hứng
Nay Đi làm về mệt mà còn phải chạy xe quanh Cần Thơ thật sự,Đời sống thường ngày,Căng thẳng
Nay Cày phim hoạt hình giải trí sau giờ học :v,Giải trí & Gaming,Thư giãn
Nay Gặp chuyện bực mình lúc dọn dẹp nhà cửa vãi,Đời sống thường ngày,Căng thẳng
"Đang Nhà cúp điện đen thui, không thể nấu ăn được, chán thật thật sự",Đời sống thường ngày,Buồn rầu
Mới làm hỏng code PHP tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Nay Cài đặt lab cho CT179 phức tạp ghê chán,Học tập,Căng thẳng
"Đang Rớt môn bảo vệ đề tài rồi, buồn quá mn ơi",Học tập,Buồn rầu
Buồn cười quá Đang code ngon thì card màn hình dở chứng mn ơi,Khoa học & Công nghệ,Buồn rầu
"Buồn cười quá Chưa làm xong báo cáo viết báo cáo, toang rồi :((",Học tập,Căng thẳng
"Tự nhiên Chưa làm xong báo cáo bảo vệ đề tài, toang rồi hihi",Học tập,Căng thẳng
Buồn cười quá Làm bài tập thực tập mạng với team mệt mỏi quá chán,Học tập,Căng thẳng
"Sáng ra Chưa làm xong báo cáo CT179, toang rồi vãi",Học tập,Căng thẳng
Hôm nay Chuỗi thua truyện Manhwa tụt rank thảm hại,Giải trí & Gaming,Căng thẳng
Tự nhiên Thầy chấm bảo vệ đề tài gắt quá vãi,Học tập,Buồn rầu
"Đang Tài khoản code PHP bị khóa, khóc ròng mn ơi",Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Đạt điểm A môn Quản trị hệ thống sung sướng quá :v,Học tập,Hào hứng
Tự nhiên Pha ly cà phê ngồi uống cà phê ngắm phố phường vãi,Đời sống thường ngày,Thư giãn
Buồn cười quá Gặp chuyện bực mình lúc tập gym mn ơi,Đời sống thường ngày,Căng thẳng
Thề luôn Gánh team còng lưng trong truyện Manhwa chán,Giải trí & Gaming,Hào hứng
"Thề luôn Cấu hình thành công mạng ảo Kathara, tối nay ngủ ngon rồi mn ơi",Khoa học & Công nghệ,Hào hứng
Tự nhiên Bug máy ảo VMware fix cả đêm chưa xong trầm cảm haha,Khoa học & Công nghệ,Căng thẳng
Đang Trốn việc đi nấu ăn xả stress ae ạ,Đời sống thường ngày,Thư giãn
Nay Học bài tập nhóm khó hiểu quá chắc tạch hihi,Học tập,Buồn rầu
Đang Chơi Minecraft bị giật lag ping cao bực mình quá,Giải trí & Gaming,Căng thẳng
Buồn cười quá Đang combat Discord thì rớt mạng thật sự,Giải trí & Gaming,Căng thẳng
Nay Bug database Firebase fix cả đêm chưa xong trầm cảm ae ạ,Khoa học & Công nghệ,Căng thẳng
"Thề luôn Làm sai bét câu cuối môn Lập trình web, tiếc đứt ruột :v",Học tập,Buồn rầu
Sáng ra Bị điểm thấp bài kiểm tra đồ án niên luận chán chả buồn nói quá,Học tập,Buồn rầu
Mới làm hỏng mạng ảo Kathara tốn mớ tiền chán,Khoa học & Công nghệ,Buồn rầu
Hôm nay Lỡ tay xóa mất router mạng không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Mới cài xong mã nguồn Python chạy bao mượt :((,Khoa học & Công nghệ,Hào hứng
"Thề luôn Nhà cúp điện đen thui, không thể uống cà phê được, chán thật ae ạ",Đời sống thường ngày,Buồn rầu
Vừa thắng chuỗi trận board game cảm giác yomost mn ơi,Giải trí & Gaming,Hào hứng
Nay Nay mới tậu chip Ryzen dùng sướng vãi mn ơi,Khoa học & Công nghệ,Hào hứng
Nay Thầy khen bài tập Quản trị hệ thống làm xuất sắc :((,Học tập,Hào hứng
Mới cài xong server Linux chạy bao mượt :((,Khoa học & Công nghệ,Hào hứng
Sáng ra Làm bài tập cấu hình Router với team mệt mỏi quá :v,Học tập,Căng thẳng
Thề luôn Hôm nay trời đẹp đi uống cà phê quá xá đã thật sự,Đời sống thường ngày,Vui vẻ
Nay Thức trắng đêm ôn thực tập mạng :((,Học tập,Căng thẳng
Đang Bị khóa acc Đấu Trường Chân Lý oan ức quá :v,Giải trí & Gaming,Buồn rầu
Sáng ra Đọc liền tù tì bộ Đấu Trường Chân Lý cuốn quá hihi,Giải trí & Gaming,Thư giãn
Buồn cười quá Ping rank Kim Cương nhảy lên 999ms nản luôn thật sự,Giải trí & Gaming,Căng thẳng
"Buồn cười quá Hôm nay xui xẻo, lỡ làm ngủ nướng hỏng",Đời sống thường ngày,Buồn rầu
Sáng ra Cuối cùng cũng qua môn thi cuối kỳ mn ơi,Học tập,Hào hứng
Hôm nay Đi chơi chuột FPS với anh em cười đau bụng hihi,Giải trí & Gaming,Hào hứng
Làm ván Wuthering Waves cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
"Cấu hình thành công code PHP, tối nay ngủ ngon rồi mn ơi",Khoa học & Công nghệ,Hào hứng
Mới làm hỏng code React tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Đọc liền tù tì bộ Đấu Trường Chân Lý cuốn quá,Giải trí & Gaming,Thư giãn
Thề luôn Hôm nay trời đẹp đi đi siêu thị quá xá đã thật sự,Đời sống thường ngày,Vui vẻ
"Đang Màn hình xanh vì chip Ryzen, hoang mang tột độ",Khoa học & Công nghệ,Căng thẳng
Nay Hệ thống mạng ảo Kathara đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Làm đồ án với Ubuntu dual boot mà code không chạy hihi,Khoa học & Công nghệ,Căng thẳng
Đang Trượt mất phần thưởng Discord cay quá vãi,Giải trí & Gaming,Buồn rầu
Đang Thức trắng đêm ôn thi cuối kỳ thật sự,Học tập,Căng thẳng
Sáng ra Kẹt xe cứng ngắc lúc đang đi đi siêu thị thật sự,Đời sống thường ngày,Căng thẳng
"Buồn cười quá Roll mãi không ra waifu trong truyện Manhwa, trầm cảm thật sự",Giải trí & Gaming,Buồn rầu
Buồn cười quá Thuyết trình thi cuối kỳ thành công rực rỡ thật sự,Học tập,Hào hứng
Sáng ra Code xong chức năng code PHP thấy mình bá thật :v,Khoa học & Công nghệ,Hào hứng
Sáng ra Mở được nhân vật xịn trong truyện Manhwa bá cháy :v,Giải trí & Gaming,Hào hứng
Hôm nay Mới làm hỏng server Linux tốn mớ tiền mn ơi,Khoa học & Công nghệ,Buồn rầu
Đợi uống cà phê mỏi hết cả chân vãi,Đời sống thường ngày,Căng thẳng
Thề luôn Máy chủ code PHP bị sập chán quá quá,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Mới được nhận lương đi ăn quán vỉa hè thôi quá,Đời sống thường ngày,Vui vẻ
Nay Thức trắng đêm ôn Quản trị hệ thống quá,Học tập,Căng thẳng
Sáng ra Mới được nhận lương đi dạo phố thôi quá,Đời sống thường ngày,Vui vẻ
Hôm nay Vừa fix xong bug CentOS mừng rớt nước mắt hihi,Khoa học & Công nghệ,Hào hứng
Nay Pha ly cà phê ngồi chạy xe quanh Cần Thơ ngắm phố phường,Đời sống thường ngày,Thư giãn
"Sáng ra Game chuột FPS dạo này chán quá, hết hứng chơi :((",Giải trí & Gaming,Buồn rầu
Tự nhiên Được tặng món quà nghe nhạc vui quá thật sự,Đời sống thường ngày,Vui vẻ
Sáng ra Đi làm về mệt mà còn phải chạy xe quanh Cần Thơ quá,Đời sống thường ngày,Căng thẳng
Hôm nay trời đẹp đi ăn mì tôm quá xá đã,Đời sống thường ngày,Vui vẻ
Nay Được tặng món quà xem phim Donghua vui quá hihi,Đời sống thường ngày,Vui vẻ
Sáng ra Giải được bài thi cuối kỳ khó nhất lớp :((,Học tập,Hào hứng
Sáng ra Đợi tập gym mỏi hết cả chân haha,Đời sống thường ngày,Căng thẳng
Nay Chuỗi thua Valorant tụt rank thảm hại hihi,Giải trí & Gaming,Căng thẳng
Sáng ra Bị điểm thấp bài kiểm tra Cấu trúc dữ liệu chán chả buồn nói quá,Học tập,Buồn rầu
Hôm nay Bị khóa acc Discord oan ức quá vãi,Giải trí & Gaming,Buồn rầu
"Hôm nay Cấu hình thành công chip Ryzen, tối nay ngủ ngon rồi :((",Khoa học & Công nghệ,Hào hứng
Nay Thuyết trình Quản trị hệ thống thành công rực rỡ thật sự,Học tập,Hào hứng
"Hôm nay Rớt môn viết báo cáo rồi, buồn quá haha",Học tập,Buồn rầu
Tự nhiên Bị đồng đội toxic trong Đấu Trường Chân Lý bực cả mình quá,Giải trí & Gaming,Căng thẳng
Cài đặt lab cho bảo vệ đề tài phức tạp ghê,Học tập,Căng thẳng
Dựng xong database Firebase nhìn ngầu bá cháy,Khoa học & Công nghệ,Hào hứng
Tự nhiên Cuối tuần ngồi chơi Minecraft chill chill chán,Giải trí & Gaming,Thư giãn
Hôm nay Thức trắng đêm ôn Cấu trúc dữ liệu haha,Học tập,Căng thẳng
Buồn cười quá Làm đồ án với API mà code không chạy haha,Khoa học & Công nghệ,Căng thẳng
"Sáng ra Nhà cúp điện đen thui, không thể nghe nhạc được, chán thật :v",Đời sống thường ngày,Buồn rầu
Thề luôn Làm bài tập Toán rời rạc với team mệt mỏi quá :v,Học tập,Căng thẳng
Thề luôn Mở được nhân vật xịn trong Wuthering Waves bá cháy mn ơi,Giải trí & Gaming,Hào hứng
Buồn cười quá Gặp team tạ trong OBS stream ức chế thật :v,Giải trí & Gaming,Căng thẳng
Máy chủ code PHP bị sập chán quá hihi,Khoa học & Công nghệ,Buồn rầu
Gặp lại bạn cũ đi ăn quán vỉa hè cười thả ga mn ơi,Đời sống thường ngày,Vui vẻ
Đang Lỡ tay xóa mất PSU 650W không cứu được thật sự,Khoa học & Công nghệ,Buồn rầu
Đang Thuyết trình đồ án niên luận thành công rực rỡ ae ạ,Học tập,Hào hứng
Hôm nay Phá đảo Discord trong một đêm haha,Giải trí & Gaming,Hào hứng
Sáng ra Mới được nhận lương đi tập gym thôi chán,Đời sống thường ngày,Vui vẻ
Hôm nay Thuyết trình Lập trình web thành công rực rỡ chán,Học tập,Hào hứng
Buồn cười quá Cuối tuần ngồi chơi truyện Manhwa chill chill vãi,Giải trí & Gaming,Thư giãn
Tự nhiên Cuối cùng cũng qua môn viết báo cáo :((,Học tập,Hào hứng
Sáng ra Đạt điểm A môn CT179 sung sướng quá haha,Học tập,Hào hứng
Thề luôn Lỡ tay xóa mất mạng ảo Kathara không cứu được vãi,Khoa học & Công nghệ,Buồn rầu
"Đang Tài khoản router mạng bị khóa, khóc ròng mn ơi",Khoa học & Công nghệ,Buồn rầu
Thề luôn Học CT179 khó hiểu quá chắc tạch mn ơi,Học tập,Buồn rầu
Thầy khen bài tập Lập trình web làm xuất sắc :((,Học tập,Hào hứng
Nay Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói ae ạ,Học tập,Buồn rầu
Nay Cấu hình API khó quá nhức hết cả đầu haha,Khoa học & Công nghệ,Căng thẳng
Đang Thức trắng đêm ôn cấu hình Router haha,Học tập,Căng thẳng
Đang Bug mạng ảo Kathara fix cả đêm chưa xong trầm cảm mn ơi,Khoa học & Công nghệ,Căng thẳng
Sáng ra Bị điểm thấp bài kiểm tra bảo vệ đề tài chán chả buồn nói :((,Học tập,Buồn rầu
Sáng ra Giải được bài CT179 khó nhất lớp ae ạ,Học tập,Hào hứng
"Buồn cười quá Làm sai bét câu cuối môn Cấu trúc dữ liệu, tiếc đứt ruột hihi",Học tập,Buồn rầu
"Hôm nay Tài khoản máy ảo VMware bị khóa, khóc ròng chán",Khoa học & Công nghệ,Buồn rầu
Đang Kẹt xe cứng ngắc lúc đang đi ăn quán vỉa hè vãi,Đời sống thường ngày,Căng thẳng
Kẹt xe cứng ngắc lúc đang đi uống cà phê quá,Đời sống thường ngày,Căng thẳng
Đang Mới làm hỏng chip Ryzen tốn mớ tiền vãi,Khoa học & Công nghệ,Buồn rầu
"Đang Cấu hình thành công chip Ryzen, tối nay ngủ ngon rồi haha",Khoa học & Công nghệ,Hào hứng
Sáng ra Mở được nhân vật xịn trong truyện Manhwa bá cháy vãi,Giải trí & Gaming,Hào hứng
Buồn cười quá Bị khóa acc phim hoạt hình oan ức quá mn ơi,Giải trí & Gaming,Buồn rầu
Tự nhiên Làm đồ án với code PHP mà code không chạy thật sự,Khoa học & Công nghệ,Căng thẳng
Nay Làm ván Discord cho nhẹ đầu haha,Giải trí & Gaming,Thư giãn
Sáng ra Pha ly cà phê ngồi dọn dẹp nhà cửa ngắm phố phường vãi,Đời sống thường ngày,Thư giãn
Deadline môn viết báo cáo dí sấp mặt hihi,Học tập,Căng thẳng
Sáng ra Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói :v,Học tập,Buồn rầu
Sáng ra Làm ván Đấu Trường Chân Lý cho nhẹ đầu haha,Giải trí & Gaming,Thư giãn
"Buồn cười quá Roll mãi không ra waifu trong Valorant, trầm cảm thật sự",Giải trí & Gaming,Buồn rầu
Đi chơi Valorant với anh em cười đau bụng hihi,Giải trí & Gaming,Hào hứng
Nay Test thành công hệ thống Ubuntu dual boot vãi,Khoa học & Công nghệ,Hào hứng
Nay Thầy chấm đồ án niên luận gắt quá chán,Học tập,Buồn rầu
Buồn cười quá Mới cài xong PSU 650W chạy bao mượt haha,Khoa học & Công nghệ,Hào hứng
Đang Học CT179 khó hiểu quá chắc tạch thật sự,Học tập,Buồn rầu
Sáng ra Cày rank Kim Cương giải trí sau giờ học mn ơi,Giải trí & Gaming,Thư giãn
"Hôm nay Roll mãi không ra waifu trong Minecraft, trầm cảm mn ơi",Giải trí & Gaming,Buồn rầu
Deadline môn Quản trị hệ thống dí sấp mặt :((,Học tập,Căng thẳng
Thề luôn Trời mưa nằm nhà ăn mì tôm là sướng nhất thật sự,Đời sống thường ngày,Thư giãn
Thề luôn Đợi dạo phố mỏi hết cả chân,Đời sống thường ngày,Căng thẳng
Hôm nay Bị khóa acc Minecraft oan ức quá vãi,Giải trí & Gaming,Buồn rầu
Sáng ra Đang code ngon thì server Linux dở chứng thật sự,Khoa học & Công nghệ,Buồn rầu
Hôm nay Trốn việc đi ăn mì tôm xả stress haha,Đời sống thường ngày,Thư giãn
Nay Cuối tuần đi ăn mì tôm hít thở không khí trong lành quá,Đời sống thường ngày,Thư giãn
Sáng ra Máy chủ mạng ảo Kathara bị sập chán quá :v,Khoa học & Công nghệ,Buồn rầu
Hôm nay Cuối cùng cũng qua môn Quản trị hệ thống vãi,Học tập,Hào hứng
Hôm nay Phá đảo OBS stream trong một đêm chán,Giải trí & Gaming,Hào hứng
Nay Đang code ngon thì PSU 650W dở chứng vãi,Khoa học & Công nghệ,Buồn rầu
Mai thi môn Lập trình web mà chưa chữ nào vào đầu ae ạ,Học tập,Căng thẳng
Tự nhiên Chơi chuột FPS bị giật lag ping cao bực mình haha,Giải trí & Gaming,Căng thẳng
Sáng ra Gặp chuyện bực mình lúc tập gym vãi,Đời sống thường ngày,Căng thẳng
Tự nhiên Học bảo vệ đề tài khó hiểu quá chắc tạch quá,Học tập,Buồn rầu
Đang Sáng sớm dậy nấu ăn thấy lòng bình yên vãi,Đời sống thường ngày,Thư giãn
Buồn cười quá Dựng xong router mạng nhìn ngầu bá cháy haha,Khoa học & Công nghệ,Hào hứng
Mới làm hỏng máy ảo VMware tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Nay Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost :v,Giải trí & Gaming,Hào hứng
"Chưa làm xong báo cáo Quản trị hệ thống, toang rồi quá",Học tập,Căng thẳng
Dựng xong router mạng nhìn ngầu bá cháy quá,Khoa học & Công nghệ,Hào hứng
Hôm nay Thuyết trình bài tập nhóm thành công rực rỡ,Học tập,Hào hứng
Mở được nhân vật xịn trong board game bá cháy :((,Giải trí & Gaming,Hào hứng
Tự nhiên Cuối tuần ngồi chơi Valorant chill chill vãi,Giải trí & Gaming,Thư giãn
Nay Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói quá,Học tập,Buồn rầu
Buồn cười quá Xung đột driver PSU 650W sửa mãi không được thật sự,Khoa học & Công nghệ,Căng thẳng
Đang Làm bài tập viết báo cáo với team mệt mỏi quá haha,Học tập,Căng thẳng
Buồn cười quá Bug code PHP fix cả đêm chưa xong trầm cảm quá,Khoa học & Công nghệ,Căng thẳng
Sáng ra Lỡ tay xóa mất Ubuntu dual boot không cứu được vãi,Khoa học & Công nghệ,Buồn rầu
Sáng ra Học Quản trị hệ thống khó hiểu quá chắc tạch :v,Học tập,Buồn rầu
Tự nhiên Trời mưa ngập đường không đi uống cà phê được chán quá vãi,Đời sống thường ngày,Buồn rầu
Hôm nay Mới làm hỏng máy ảo VMware tốn mớ tiền ae ạ,Khoa học & Công nghệ,Buồn rầu
Nay Cuối tuần đi uống cà phê hít thở không khí trong lành thật sự,Đời sống thường ngày,Thư giãn
Sáng ra Làm ván Đấu Trường Chân Lý cho nhẹ đầu hihi,Giải trí & Gaming,Thư giãn
Nay Học thi cuối kỳ khó hiểu quá chắc tạch,Học tập,Buồn rầu
Thề luôn Cấu hình code PHP khó quá nhức hết cả đầu hihi,Khoa học & Công nghệ,Căng thẳng
"Buồn cười quá Roll mãi không ra waifu trong OBS stream, trầm cảm thật sự",Giải trí & Gaming,Buồn rầu
Hôm nay Pha ly cà phê ngồi đi siêu thị ngắm phố phường haha,Đời sống thường ngày,Thư giãn
Đang Mới làm hỏng server Linux tốn mớ tiền haha,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Trượt mất phần thưởng Đấu Trường Chân Lý cay quá chán,Giải trí & Gaming,Buồn rầu
Thề luôn Bug PSU 650W fix cả đêm chưa xong trầm cảm hihi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Pha ly cà phê ngồi ăn mì tôm ngắm phố phường quá,Đời sống thường ngày,Thư giãn
Tự nhiên Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói :v,Học tập,Buồn rầu
Sáng ra Bị đồng đội toxic trong Wuthering Waves bực cả mình chán,Giải trí & Gaming,Căng thẳng
"Đang Roll mãi không ra waifu trong Return of the Disaster-Class Hero, trầm cảm quá",Giải trí & Gaming,Buồn rầu
Thề luôn Gặp chuyện bực mình lúc tập gym vãi,Đời sống thường ngày,Căng thẳng
Sáng ra Thầy chấm đồ án niên luận gắt quá thật sự,Học tập,Buồn rầu
"Rớt môn viết báo cáo rồi, buồn quá quá",Học tập,Buồn rầu
Buồn cười quá Đi chơi board game với anh em cười đau bụng vãi,Giải trí & Gaming,Hào hứng
Nay Trốn việc đi tập gym xả stress thật sự,Đời sống thường ngày,Thư giãn
Hôm nay Làm bài tập bảo vệ đề tài với team mệt mỏi quá,Học tập,Căng thẳng
Nay Mới làm hỏng CentOS tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Sáng ra Xe hư giữa đường lúc đang dọn dẹp nhà cửa ae ạ,Đời sống thường ngày,Buồn rầu
Hôm nay Đang code ngon thì máy ảo VMware dở chứng ae ạ,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Đi làm về mệt mà còn phải nghe nhạc :((,Đời sống thường ngày,Căng thẳng
"Thề luôn Tài khoản máy ảo VMware bị khóa, khóc ròng vãi",Khoa học & Công nghệ,Buồn rầu
Nay Nay mới tậu database Firebase dùng sướng vãi chán,Khoa học & Công nghệ,Hào hứng
Thề luôn Được tặng món quà chạy xe quanh Cần Thơ vui quá mn ơi,Đời sống thường ngày,Vui vẻ
Hôm nay Thầy khen bài tập bảo vệ đề tài làm xuất sắc haha,Học tập,Hào hứng
Thề luôn Cuối tuần ngồi chơi Đấu Trường Chân Lý chill chill haha,Giải trí & Gaming,Thư giãn
Thuyết trình viết báo cáo thành công rực rỡ ae ạ,Học tập,Hào hứng
Thề luôn Vừa lập kỷ lục mới trong Valorant,Giải trí & Gaming,Hào hứng
Đang Mở được nhân vật xịn trong rank Kim Cương bá cháy hihi,Giải trí & Gaming,Hào hứng
"Hôm nay Tài khoản code PHP bị khóa, khóc ròng :((",Khoa học & Công nghệ,Buồn rầu
"Thề luôn Màn hình xanh vì PSU 650W, hoang mang tột độ thật sự",Khoa học & Công nghệ,Căng thẳng
Sáng ra Máy chủ chip Ryzen bị sập chán quá quá,Khoa học & Công nghệ,Buồn rầu
Hôm nay Hệ thống mạng ảo Kathara đang báo lỗi đỏ lòm mn ơi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Trượt mất phần thưởng truyện Manhwa cay quá vãi,Giải trí & Gaming,Buồn rầu
Tự nhiên Xe hư giữa đường lúc đang ăn mì tôm haha,Đời sống thường ngày,Buồn rầu
Cấu hình card màn hình khó quá nhức hết cả đầu hihi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Nghe nhạc lofi và chơi Minecraft thật bình yên,Giải trí & Gaming,Thư giãn
"Làm sai bét câu cuối môn Toán rời rạc, tiếc đứt ruột quá",Học tập,Buồn rầu
Thề luôn Bị đồng đội toxic trong chuột FPS bực cả mình vãi,Giải trí & Gaming,Căng thẳng
Tự nhiên Ping Discord nhảy lên 999ms nản luôn quá,Giải trí & Gaming,Căng thẳng
Hôm nay Đi làm về mệt mà còn phải đi siêu thị haha,Đời sống thường ngày,Căng thẳng
Buồn cười quá Trời mưa nằm nhà ngủ nướng là sướng nhất hihi,Đời sống thường ngày,Thư giãn
Hôm nay Vừa fix xong bug database Firebase mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
Hôm nay Vừa fix xong bug code PHP mừng rớt nước mắt hihi,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Dựng xong Ubuntu dual boot nhìn ngầu bá cháy quá,Khoa học & Công nghệ,Hào hứng
Thề luôn Bị khóa acc OBS stream oan ức quá,Giải trí & Gaming,Buồn rầu
Tự nhiên Vừa thắng chuỗi trận Minecraft cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Tự nhiên Bug database Firebase fix cả đêm chưa xong trầm cảm :v,Khoa học & Công nghệ,Căng thẳng
Buồn cười quá Sáng sớm dậy đi siêu thị thấy lòng bình yên hihi,Đời sống thường ngày,Thư giãn
Đang Bị điểm thấp bài kiểm tra đồ án niên luận chán chả buồn nói mn ơi,Học tập,Buồn rầu
Nay Bug server Linux fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Bug database Firebase fix cả đêm chưa xong trầm cảm,Khoa học & Công nghệ,Căng thẳng
Thề luôn Đọc liền tù tì bộ board game cuốn quá chán,Giải trí & Gaming,Thư giãn
Sáng sớm dậy nghe nhạc thấy lòng bình yên haha,Đời sống thường ngày,Thư giãn
Sáng ra Xe hư giữa đường lúc đang xem phim Donghua hihi,Đời sống thường ngày,Buồn rầu
Đang Giải được bài CT179 khó nhất lớp chán,Học tập,Hào hứng
"Đang Cuối tháng hết tiền, phải nấu ăn cho qua ngày :((",Đời sống thường ngày,Buồn rầu
Tự nhiên Máy chủ mã nguồn Python bị sập chán quá :v,Khoa học & Công nghệ,Buồn rầu
Thề luôn Nghe nhạc lofi và chơi truyện Manhwa thật bình yên chán,Giải trí & Gaming,Thư giãn
Nay Mới cài xong server Linux chạy bao mượt vãi,Khoa học & Công nghệ,Hào hứng
